DAL,UAL,AAL
44.789688,68.690002,48.349052
43.909958,67.419998,47.979599
42.571236,65.18,46.56987
43.403156,66.809998,46.968487
43.776081,69,47.415714
43.17366,68.669998,47.590714
42.44693,67.919998,47.055984
41.863628,66.669998,46.667091
42.619049,66.150002,46.589317
41.519386,64.610001,45.442081
42.093124,65.970001,46.074036
43.345783,67.739998,47.328209
43.508347,67.57,47.853218
44.139454,67.919998,48.825447
44.608002,69.089996,52.199085
43.804775,68.099998,52.626865
45.191296,70.089996,53.657436
45.344296,69.449997,54.211605
44.541073,67.610001,52.889374
44.015144,67.629997,52.432426
42.571236,65.559998,50.565742
42.160061,64.970001,49.846294
42.915485,67.75,51.197689
43.565716,68.190002,52.150478
42.991982,67.25,51.314358
41.36639,64.010002,49.039337
40.400604,61.880001,47.814331
39.932053,60.119999,46.744869
39.817307,59.57,46.180977
41.395088,60.549999,47.386547
41.251644,61.16,46.511536
41.3377,61.049999,46.404591
41.184711,61.009998,46.462925
41.194275,60.25,46.103195
42.265247,60.990002,46.424034
43.020657,62.200001,46.900429
42.800728,61.490002,46.851814
43.728275,62.400002,48.37822
44.206383,63.700001,49.933784
44.493259,64.019997,49.972679
44.39764,62.799999,50.02129
44.923565,63.509998,51.246311
44.416763,61.98,50.429623
44.177696,61.419998,49.768517
43.058918,59.869999,47.522659
42.685982,59.740002,47.045288
43.661339,61.400002,48.116928
43.307541,60.919998,47.688278
41.978382,59.23,45.798275
42.21793,59.439999,45.837242
43.463573,62.52,47.795437
44.239708,62.439999,47.775955
44.852951,62.950001,48.370232
44.172638,61.860001,47.590851
44.824207,61.23,47.240131
45.418289,61.75,47.561626
45.035011,61.599998,47.415493
45.389538,62.25,47.736988
44.278038,60.810001,46.616627
41.796322,54.540001,41.950096
41.920887,54.130001,41.375301
41.374714,53.689999,41.511692
40.100319,51.919998,40.488754
40.751892,53.700001,41.15123
40.483597,53.490002,40.888184
41.125584,54.59,41.277874
42.495796,56.310001,43.041225
41.403461,55.950001,42.651531
41.432209,55.869999,42.018295
41.125584,54.57,41.083035
41.106422,54.09,40.644638
39.04631,51.73,38.832581
39.017567,52.580002,39.29047
39.343353,52.419998,39.387882
39.094219,52.5,38.988453
39.42001,52.869999,39.660667
38.998402,52.25,39.037163
38.873833,51.23,38.462368
39.094219,51.32,38.852058
39.621235,52.009998,38.949482
40.23447,53.25,40.488754
41.135166,54.799999,41.920872
41.298061,55.23,41.628605
40.876453,54.459999,41.15123
40.818966,54.939999,41.15123
40.579418,54.48,40.371853
39.400841,52.810001,38.725418
39.362514,53.009998,38.910515
38.58638,51.689999,37.7999
38.327671,51.5,38.023968
38.787594,53.849998,38.705929
39.458332,54.310001,39.621696
38.490559,52.82,38.296753
38.854671,53.259998,38.647476
40.684818,55.509998,40.147778
41.556774,56.389999,41.326588
41.834648,55.73,40.975872
42.150856,55.5,40.469269
42.610786,54.98,40.323139
43.061134,55.389999,40.332882
42.246674,55.349998,39.504795
42.783264,55.970001,39.845772
43.32943,57.07,40.362106
43.271931,56.669998,41.511692
42.256256,56.490002,38.608513
42.093357,56.810001,39.105358
43.032383,58.419998,40.108807
42.332909,57.209999,39.680153
42.189178,56.84,39.232006
42.486221,56.389999,39.066387
43.818104,58.32,40.634884
44.412186,58.950001,41.638336
44.49387,58.110001,41.852673
44.244011,57.509998,41.188656
44.541916,56.740002,40.514866
44.513088,57.150002,40.700409
45.262661,57.869999,41.696434
44.782166,57.41,41.52066
45.599007,58.349998,41.66713
45.771984,58.529999,41.872204
46.117939,59.599998,42.917053
45.512524,58.509998,42.604572
45.243446,58.23,42.506924
43.926888,56.59,40.993359
41.899197,55.09,38.815765
40.505764,52.330002,36.735828
39.756184,52.099998,36.618649
41.995289,53.950001,37.936913
42.149055,53.360001,38.112686
42.225929,57.119999,37.712322
42.07217,56.970001,38.063866
42.062565,57.130001,38.278694
44.195969,57.290001,40.534401
43.302242,57.25,39.92897
43.628979,56.689999,39.645786
44.772556,57.509998,39.841084
44.215176,57.669998,40.036388
44.67646,56.900002,40.241451
45.089687,56.830002,41.159363
45.060856,57.450001,41.29607
45.060856,57.279999,41.637844
45.253052,57.950001,42.047977
45.637447,61.560001,42.95612
44.84943,60.310001,42.467869
45.406811,60.450001,42.213974
44.647629,58.240002,40.22192
44.772556,58.169998,40.270748
44.119087,56.330002,39.30402
44.244011,55.419998,39.29425
42.917839,53.720001,38.161518
42.322033,52.459999,38.259163
43.119656,53.049999,37.917393
43.638592,53,38.278694
43.119656,51.759998,37.722084
45.12812,53.330002,39.245415
43.331074,50.779999,37.233841
44.195969,51.580002,38.386105
44.16713,52.259998,38.806007
45.368374,55.709999,41.423004
46.608055,57.799999,42.809643
45.868092,57.299999,42.389748
46.694538,57.509998,42.770576
47.021275,57.759998,43.415062
47.203857,55.970001,42.682693
48.309002,56.75,43.405304
48.193691,55.75,43.737312
47.511379,54.549999,43.268593
48.827938,56.049999,44.909107
49.010525,59.68,44.596626
49.318043,61.02,45.377834
48.885597,60.939999,45.368057
48.184078,59.549999,44.782166
48.530033,60.25,44.782166
48.856766,60.310001,45.133705
48.722225,60.599998,45.377834
49.010525,60.84,45.505039
48.812996,60.290001,44.653664
48.69738,60.299999,44.624302
49.333313,61.490002,44.369862
48.784096,60.150002,43.69463
48.466125,60.060001,43.538055
48.157791,59.639999,43.440189
48.157791,59.25,42.960674
47.203884,58.799999,42.520306
46.182533,58.080002,41.91357
46.028366,57.380001,41.394909
46.009094,57.709999,40.856682
46.741386,58.5,41.394909
46.982273,58.810001,41.297047
46.963001,58.560001,41.394909
45.517689,56.799999,40.347797
45.161175,56.220001,40.426094
45.421337,56.82,40.797958
44.766125,55.73,40.377167
45.932003,56.990002,42.33437
46.567947,57.91,42.882389
46.46196,56.740002,42.344154
47.96508,58.939999,44.007782
49.892162,60.52,44.800449
48.437222,58.650002,43.596767
47.704922,57.860001,42.71603
49.410397,59.529999,43.146614
47.483315,57.029999,41.1894
48.350502,57.299999,40.876244
49.285133,57.900002,41.688492
50.219769,58.869999,42.275658
49.169502,57.32,41.551483
48.138519,56.919998,40.210804
49.583832,58.049999,41.492779
49.863262,58,41.982071
49.853626,58.349998,42.363728
50.354664,59.779999,42.872601
50.055973,59.009998,42.305012
50.267948,59.299999,42.569237
49.304398,57.509998,41.884212
48.841904,57.299999,41.443836
46.885921,55.610001,40.034653
46.799198,55.060001,39.652996
47.146065,55.200001,40.347797
45.286438,52.630001,39.584499
44.91066,51.889999,39.506207
45.035923,51.619999,40.201019
45.247898,50.860001,41.10133
43.301544,48.060001,39.241978
43.686962,47.830002,39.682354
42.877586,45.669998,37.930649
44.284351,45.18,38.028522
44.0242,45.119999,38.224239
44.823936,45.330002,38.938622
45.05518,46.720001,39.300701
44.265079,46.439999,38.048088
44.428883,47.23,38.791824
43.089565,47.709999,38.840752
41.624981,46.110001,37.323921
42.675247,48.279999,38.155743
43.561699,48.860001,38.537388
42.020031,46.450001,36.237671
42.20311,47.57,36.707401
42.434357,48.41,37.392422
40.478367,46.860001,35.963669
39.283577,45.68,34.884258
40.449463,46.48,35.512272
41.692432,47.709999,36.42485
41.143211,46.98,35.806667
41.554016,48.349998,37.111748
43.090912,48.869999,37.886959
44.560135,50.610001,38.603291
44.908104,51.939999,38.799545
45.159424,53.82,39.015419
47.189278,55.490002,40.075195
47.314938,55.450001,39.623821
47.305267,56.259998,39.898567
47.556591,56.860001,40.585461
46.261349,56.580002,40.10463
46.628651,57.259998,40.232201
47.266609,58.400002,41.046654
46.928295,57.919998,40.811157
47.160282,58.34,41.095722
47.044281,58,40.850403
46.77364,57.610001,41.341038
44.676125,56.34,40.006512
45.178753,57.439999,40.870029
45.430069,57.259998,40.850403
46.097023,58.369999,41.674675
46.290337,58.98,41.792423
46.164684,58.049999,41.321415
47.140949,58.77,41.517673
46.995956,58.84,41.3116
48.378193,60.41,42.626507
48.44585,61.189999,42.655945
47.740238,60.490002,41.95924
47.276276,59.740002,41.134968
46.242012,57.84,39.741566
46.589989,57.91,40.143887
47.488926,58.66,40.575645
47.682243,59.82,40.605083
47.053955,59.860001,40.242008
45.439732,56.720001,38.779919
45.575062,55.849998,38.632721
45.584728,55.580002,38.20097
45.62339,55.139999,38.171528
44.270157,53.16,37.641636
44.743786,53.080002,37.779018
44.995102,53.709999,38.004715
45.07243,54.07,38.456093
46.435333,55.580002,39.192051
46.8703,56.73,40.399014
45.913368,56.900002,40.143887
44.995102,56.98,40.153698
45.304409,58.049999,40.565842
45.04343,58.599998,40.487328
43.467876,52.759998,39.260742
43.129566,50.740002,37.49445
42.462624,49.369999,36.30711
42.133976,49.139999,36.228603
42.230633,48.939999,36.022537
41.428356,48.060001,35.296391
40.278103,45.810001,34.040367
40.761402,46.66,33.882908
41.486351,47.130001,34.030521
40.046127,45.549999,32.682293
40.355438,44.990002,32.288651
40.635746,45.700001,32.505157
41.115749,45.709999,32.416584
41.649097,47,33.233398
41.018784,45.799999,32.33786
39.826038,43.779999,30.832169
40.339985,43.84,31.00931
41.697578,44.59,31.609615
42.347286,45.049999,32.121353
42.531536,45.27,32.091827
41.794548,44.009998,31.639141
41.794548,44.490002,31.50136
41.649097,44.200001,31.225811
42.308506,44.990002,31.639141
42.182434,45.130001,31.658819
41.464848,44.5,31.00931
41.813946,45.18,31.147085
42.143646,45.09,31.402954
42.192135,45.25,31.442318
41.164242,45.169998,31.166763
40.310898,44.299999,30.320433
40.029678,44.529999,30.763283
40.824841,45.810001,31.845804
40.582413,45.689999,31.993418
41.115749,46.700001,32.869278
40.766659,46.080002,32.613403
39.341183,44.060001,31.294697
37.9254,42.09,29.877581
37.712067,42.889999,30.005516
36.86842,41.830002,28.676968
36.858719,42.619999,28.873791
36.936295,43.400002,29.237909
37.49873,44.860001,29.542984
37.38237,45.09,29.415047
37.149635,45.169998,29.848057
34.114441,41.060001,26.620176
32.349567,37.75,24.868462
33.619884,38.950001,26.344627
35.142338,40.57,27.259848
35.326584,41.040001,27.860155
35.656281,41.369999,28.863947
34.541111,40.290001,28.470303
34.502331,39.310001,27.899521
35.268391,40.09,28.932837
36.238106,41.48,29.56267
36.965389,42.41,30.664871
38.992092,46.16,34.109257
38.361778,45.860001,33.902592
39.738758,47.849998,35.309872
38.769051,47.43,35.319706
38.885422,47.709999,35.457481
39.302391,47.849998,35.437801
38.992092,48.299999,35.349232
37.353275,46.66,34.404484
37.779942,47.57,35.782238
37.779942,46.889999,35.231133
37.847832,47.73,35.969219
37.372669,47.439999,35.624783
38.167831,47.400002,35.762562
37.576309,46.889999,34.935909
38.284195,47.360001,35.034313
35.287788,44.400002,32.977528
35.375065,44.900002,33.046619
35.43325,45.900002,33.145329
36.529018,48.41,33.994194
36.305984,48.490002,33.905357
36.024773,47.810001,34.142254
35.568943,47.119999,33.73756
35.783447,47.27,34.507462
35.442188,47.099998,34.467983
35.997955,48.009998,35.405682
36.01746,47.990002,36.274292
36.573215,48.18,36.126232
36.144211,47.599998,36.195328
35.8517,47.09,36.017662
35.695702,46.950001,35.534
35.773697,47.490002,35.928825
35.8517,47.599998,36.175591
35.559193,47.529999,36.244682
35.188683,46.869999,35.761021
35.637196,46.950001,35.701801
36.231964,50.990002,36.570412
35.832203,50.41,35.830116
35.900452,50.889999,35.770897
36.241711,51.09,36.05714
35.900452,51.139999,36.481575
37.928505,53.68,38.248405
38.308769,54.360001,38.840633
36.807228,52.450001,37.991764
37.479996,53.25,37.843708
36.592724,51.639999,36.886269
36.192963,51,35.918949
36.358715,51.709999,35.938694
35.8517,51,35.030602
36.631721,50.959999,34.981251
36.690228,50.310001,34.695004
37.099735,50.23,34.221218
37.538498,51.040001,34.793709
37.811504,50.950001,35.089825
37.089989,49.450001,34.477852
38.230762,50.41,35.534
38.250263,50.66,35.376072
38.055256,51.139999,35.356331
38.377022,52.470001,36.136101
38.981537,53.25,37.212002
39.147289,53.73,37.142902
39.313046,53.82,37.379791
38.942535,53.98,37.675911
37.977261,52.82,37.241611
38.776779,54.200001,38.386589
37.96751,53.52,37.705528
38.289268,52.880001,36.896137
39.010784,53.689999,38.732059
39.040039,53.200001,38.1497
38.367271,53.029999,38.080608
38.474522,53.68,38.840633
39.878563,55.439999,40.104069
40.424576,56.57,40.064587
40.141815,55.599998,39.383518
40.336819,55.040001,39.31443
40.180817,54.630001,39.176235
40.366077,53.98,38.811024
40.434322,54.419998,39.393387
40.307568,55.110001,39.541447
40.72683,56.23,40.074455
40.83408,56,39.284813
40.882835,56.139999,39.195976
40.873085,55.939999,38.968384
41.809109,57.23,39.324623
43.105892,58.529999,41.056332
43.617687,59.310001,41.26413
44.322941,60.130001,41.966709
45.008602,59.939999,41.857857
45.42979,60.25,42.481274
46.497459,62.939999,42.946365
46.673771,66.059998,44.292141
46.409306,65.5,43.985386
47.516151,67.860001,45.350964
47.898163,68.290001,45.776466
47.614101,68.989998,45.598351
47.898163,69.5,45.598351
48.201809,69.879997,45.855633
48.231197,70.089996,46.330616
47.496563,69.25,46.013958
47.594509,69.720001,46.399883
47.192913,68.949997,45.954586
46.791313,68.470001,45.271797
47.320248,69.269997,45.618137
46.840286,68.260002,45.242115
48.417301,70.970001,45.944695
50.053085,72.43,48.141487
50.297966,72.739998,47.547756
50.719154,75.169998,49.12114
48.946243,73.239998,47.092567
48.642593,72.550003,47.339951
48.799313,72.940002,47.419117
49.465382,74.790001,47.795143
49.132347,74.419998,47.132153
49.38702,74.480003,48.07222
49.720055,76.050003,48.705528
49.876774,75.720001,48.952919
48.77972,74.190002,48.181065
48.867874,74.790001,47.973263
49.328251,74.669998,48.101902
48.495659,73.529999,47.17173
48.299763,73.279999,46.756123
48.18222,72.879997,46.201969
48.466274,72.709999,45.816051
49.661285,73.019997,46.211868
48.711155,70.93,45.410336
48.662182,71.370003,45.72699
48.671978,71.279999,46.587898
49.88657,73.660004,47.973263
50.386124,75.040001,48.131592
49.847393,74,47.597233
50.180424,74.32,47.151943
49.298862,73.739998,46.261345
49.269474,74,47.142048
48.68177,74.019997,46.766014
49.465382,75.239998,47.49828
47.770824,72.75,46.44936
48.427097,73.18,47.043091
49.161732,73.589996,47.409222
49.857185,75.379997,49.071663
48.68177,74.419998,46.459255
46.693363,71.720001,44.430679
46.272171,70.470001,43.787479
46.291763,71.480003,43.589565
46.409306,72.139999,43.549984
46.83049,73.059998,43.738003
47.271271,73.5,44.826504
47.163528,71.290001,44.697865
47.114552,71.699997,44.589016
48.319355,72.980003,45.917953
48.250782,72.599998,46.066715
49.034401,73.839996,47.018799
48.83849,73.739998,46.185726
50.121651,75.75,47.147724
49.788624,75.669998,46.582428
50.180424,75.959999,46.522919
50.160835,75.410004,46.423748
50.084618,75.43,45.937794
49.64209,74.559998,45.719601
49.622421,75.080002,45.898117
49.602753,75.279999,45.937794
49.101223,74.089996,45.977463
50.182961,75.389999,46.701435
49.130722,73.279999,45.342743
49.297901,75.589996,46.433662
48.039146,73.139999,44.936127
46.849232,72.639999,44.470005
46.878731,73.440002,44.519588
46.465702,72.540001,42.972466
47.114746,72.339996,43.537762
46.564045,69.849998,42.020378
45.511806,66.550003,40.869953
46.406696,68.169998,41.742695
46.623047,67.559998,41.782364
45.737988,66.790001,41.375748
46.072346,67.489998,41.355911
44.764423,65.279999,40.086472
44.98077,66.949997,40.017048
45.15778,67.5,41.068302
45.236454,67.93,41.385662
45.334789,68.370003,41.39558
45.757656,70.739998,42.248486
45.187283,69.849998,41.613766
45.501972,70.779999,42.18898
45.197117,70.639999,41.950958
45.55114,71.349998,42.099724
44.361229,69.760002,40.562511
44.331726,70.059998,40.969128
44.508736,70.220001,41.375748
44.420227,70.879997,41.465008
44.223553,71.519997,41.970798
44.538239,70.709999,43.567513
44.302219,69.93,43.597263
43.299152,69.07,42.99229
43.613838,70.769997,43.86504
43.672844,67.75,43.448502
44.331726,69.290001,44.033634
45.167614,69.800003,44.846867
44.774254,69.559998,44.777447
46.033012,71,46.056797
45.954338,70.970001,46.225395
45.600311,71.330002,46.017128
44.98077,70.699997,43.6171
44.685749,70.209999,42.268322
44.646416,70.269997,41.73278
47.036079,73.940002,43.508007
47.508114,74.209999,43.55759
47.832634,74.910004,43.547676
47.891632,75.300003,44.142723
47.714622,74.980003,44.56918
48.737362,78.550003,46.691517
49.14056,78.550003,46.909706
48.865204,77.360001,46.155975
48.176823,76.410004,45.549706
48.688187,77.790001,46.394505
48.688187,79.059998,46.652912
47.140381,76.18,44.645267
47.061386,75.980003,44.376923
47.594601,77.980003,44.943436
47.880959,78.919998,45.92738
47.979702,79.029999,46.374626
48.256184,78.940002,46.483952
49.766972,81.410004,47.726311
50.161945,81.25,48.441906
48.443802,79.25,47.666676
48.51292,79.669998,48.113926
49.223877,80.980003,48.750008
50.547047,82.029999,49.217136
50.744534,81.669998,49.435791
50.58654,81.239998,49.435791
51.613483,81.660004,50.548943
52.176323,80.519997,51.115452
52.344185,78.830002,49.962551
51.593735,77.730003,49.17738
51.218506,77.480003,49.147568
51.257999,77.559998,49.087933
50.912399,77.339996,48.809643
51.34687,76.779999,48.4916
51.850464,78.629997,49.356281
51.109886,77.279999,47.736248
51.613483,77.589996,48.133804
52.146702,77.449997,48.670502
52.255314,76.790001,48.332577
52.205944,77.029999,48.481663
52.176323,76,48.203377
53.163761,76.699997,48.948788
53.193382,75.440002,49.316521
53.065018,75.25,50.012241
53.381001,75.080002,50.081814
53.64761,76.540001,50.946495
53.687103,77.709999,51.731663
54.763412,78.940002,52.705666
54.121578,78.260002,52.337933
53.598236,76.919998,51.294353
54.783161,80.529999,53.470959
53.815472,80.169998,53.4809
54.437561,79.849998,53.888393
53.953712,79.779999,53.540531
53.282253,78.900002,52.82494
53.114391,74.239998,52.288235
52.166451,72.080002,52.01989
51.603607,71.57,51.592522
50.882774,70.43,50.966373
50.497673,69.480003,50.300468
50.487801,70.239998,50.698021
49.450989,68.089996,49.694199
49.697849,67.879997,50.181202
48.740032,67.68,50.131512
49.441113,67.860001,50.747719
49.381866,67.440002,50.141449
49.934834,68.190002,50.240833
49.974331,68.910004,50.489307
50.112572,68.389999,50.270653
49.678101,67.790001,49.694199
49.046139,67.059998,49.097874
48.424049,65.239998,48.350945
48.858524,65.870003,48.151764
49.441113,66.709999,48.609882
49.292995,66.959999,48.321068
49.500362,66.919998,48.211517
46.933014,64.699997,45.841274
46.933014,64.75,45.363243
47.5144,64.849998,45.522587
46.858479,64.699997,45.22382
45.894478,62.830002,43.789726
44.930473,61.48,42.744026
46.391384,63.360001,45.064476
46.659718,63.150002,44.765709
46.331753,62.889999,44.377304
46.540459,62.02,44.138287
46.898232,61.959999,44.556568
47.226192,62.43,45.124229
45.55658,61.099998,43.739929
47.096992,60.330002,44.12833
46.828663,58.580002,43.660255
47.156624,58.380001,43.421238
48.518154,60.459999,45.671974
48.736794,61.240002,46.100212
48.677162,61.66,46.807297
47.971554,61.25,46.000618
47.951679,59.799999,45.811398
47.663471,58.110001,45.124229
47.603844,57.540001,44.198044
47.742977,58.060001,45.233776
47.862232,58.529999,46.100212
48.170319,58.799999,46.867054
48.021244,59.439999,47.504433
48.20013,59.68,47.384922
47.424957,60.919998,46.657913
48.011307,61.16,47.295292
47.921864,60.880001,47.295292
47.772789,60.43,47.534306
50.933128,64.139999,50.302906
51.241215,64.470001,50.522007
51.36047,64.32,50.352707
51.688427,65.25,51.089668
51.420101,64.699997,50.39254
52.374165,67.720001,52.812576
52.741875,67.400002,52.613396
52.781628,66.639999,52.434139
53.626373,67.57,52.483932
53.288475,66.949997,52.055691
52.433792,67.510002,51.856514
52.533176,67.989998,51.816677
51.946823,59.779999,51.298805
52.940639,59.900002,51.717087
51.95676,59.099998,50.770981
52.851196,59.91,51.737003
51.917011,59.919998,50.810818
50.615108,59.950001,48.410698
50.247398,60.25,47.365005
50.018818,59.040001,47.056274
49.720673,58.48,46.62804
50.038692,58.639999,47.643856
50.028755,58.27,47.165825
50.088387,59.650002,47.255455
50.257332,59.919998,47.315205
49.601414,58.709999,46.269512
49.750488,58.919998,46.179882
48.885864,58.389999,45.582344
48.587719,58.52,45.732052
48.557907,57.810001,45.65221
48.59766,57.200001,45.722073
49.025002,57.490002,47.099422
50.450001,58.68,47.588486
49.82,58.200001,47.299038
49.790001,58.759998,47.598461
50.669998,59.709999,48.556622
50.41,59.689999,48.566601
50.110001,59.43,48.466797
49.59,59.09,48.327061
50.580002,60.189999,49.12553
52.099998,62.09,49.155472
52.919998,63.32,50.393093
52.060001,62.57,48.905949
52.91,62.59,49.834164
52.389999,62.200001,49.37505
52.299999,62.189999,49.514778
53.41,63.529999,50.782341
53.459999,63.549999,50.922073
54.369999,64.239998,51.201534
53.619999,63.360001,50.373131
53.630001,63.029999,49.993858
55.25,63.130001,50.113628
56.099998,63.759998,50.961998
56.07,64.559998,51.391171
55.75,64.43,51.341267
56.220001,65.900002,51.820343
56.029999,67.279999,52.688675
56.029999,67.25,52.489059
56.43,67.349998,52.748558
56.119999,67.120003,52.299427
56.349998,67.540001,52.359306
56,67.400002,51.930134
56.740002,68.940002,52.888294
55.689999,68.489998,52.23954
55.689999,69.260002,52.568905
55.970001,69.360001,52.548946
54.68,68.510002,52.029942
54.169998,68.480003,51.980042
55.860001,73.080002,53.676773
58.52,76.449997,56.311707
59.830002,78.400002,58.357773
59.349998,77.489998,57.868713
59.720001,76.580002,58.048367
59.450001,76.300003,58.228024
60.009998,76.5,57.948563
60.130001,76.870003,57.988483
59.93,77.970001,58.17812
56.799999,69.050003,54.684837
54.810001,66.080002,52.948177
55.259998,66.559998,52.968136
55.759998,65.779999,52.578888
56.119999,67.010002,52.489059
56.77,67.82,54.21574
56.419998,67.150002,53.776585
54.619999,65.68,52
52.52,63.400002,49.759998
53.099998,63.950001,51.18
53.849998,65.360001,51.400002
51.23,63.369999,48.599998
50.459999,62.98,48.360001
52.049999,64.139999,50.09
52.169998,65.699997,50.869999
52.200001,65.68,51.07
52.950001,66.739998,51.669998
52.849998,66.519997,51.580002
